year,iso_j,iso_i,X_ij_G,X_ij_H,X_ij_L,Y_G_i,Y_H_i,Y_L_i,Y_G_j,Y_H_j,Y_L_j,X_ji_G,X_ji_H,X_ji_L,gdp_lcu_i,gdp_lcu_j,rgrowth_i,rgrowth_j,employmentH_i,employmentL_i,NH_hat_i,NL_hat_i,employmentH_j,employmentL_j,NH_hat_j,NL_hat_j,pair,alpha_rank,country_i,er_i,country_j,er_j,ppi_G_i,ppi_H_i,ppi_L_i,ppi_G_j,ppi_H_j,ppi_L_j,M_i_G,M_i_H,M_i_L,M_j_G,M_j_H,M_j_L,X_i_G,X_i_H,X_i_L,X_j_G,X_j_H,X_j_L,Y_G_usd_i,Y_H_usd_i,Y_L_usd_i,Y_G_usd_j,Y_H_usd_j,Y_L_usd_j,X_ii_G,X_ii_H,X_ii_L,X_jj_G,X_jj_H,X_jj_L,worldppi,gdp_usd_world,va_usd_i,va_usd_j,va_usd_world,gdp_usd_i,gdp_usd_j,hr_G,ln_hr_G,hr_H,ln_hr_H,hr_L,ln_hr_L,betaNHG_i,betaNLG_i,betaNHH_i,betaNLH_i,betaNHL_i,betaNLL_i,betaKG_i,betaKH_i,betaKL_i,betaIGG_i,betaIGH_i,betaIGL_i,betaIHG_i,betaIHH_i,betaIHL_i,betaILG_i,betaILH_i,betaILL_i,betaNHG_j,betaNLG_j,betaNHH_j,betaNLH_j,betaNHL_j,betaNLL_j,betaKG_j,betaKH_j,betaKL_j,betaIGG_j,betaIGH_j,betaIGL_j,betaIHG_j,betaIHH_j,betaIHL_j,betaILG_j,betaILH_j,betaILL_j,io_year_i,io_year_j,date,betaNHG_world,betaNHH_world,betaNHL_world,betaNLG_world,betaNLH_world,betaNLL_world,betaKG_world,betaKH_world,betaKL_world,betaIGG_world,betaIGH_world,betaIGL_world,betaIHG_world,betaIHH_world,betaIHL_world,betaILG_world,betaILH_world,betaILL_world,C_G_j,I_G_j,C_H_j,I_H_j,C_L_j,I_L_j,code_i,code_j
2008,AUS,RoW,95570.976,10780.454,22315.853,17403538,7115973.4,13889156,885554.68,556751.64,916642.5,110992.27,6986.7209,14615.457,38408668,2358948.8,0.13126522,0.10778763,1.02E+10,-9.78E+09,1.0236205,1.0241071,6452368.2,4408844.5,1.0511307,0.99749877,RoWAUS,2,RestOfWorld,1.4708,australia,0.855265,597.87502,848.02223,658.0788,155.50239,162.08393,135.13336,3435354.1,372229.21,717656.76,178261.91,13603.097,32114.498,3774774.8,277840.61,336757.21,194043.29,15616.708,33582.166,25597124,10466174,20428171,757383.92,476170.2,783972.25,21822349,10188333,20091414,563340.63,460553.49,750390.08,406.34299,1.23E+08,26750554,969504.51,58371736,56491469,2017526.4,16547.949,9.7140174,1845.201,7.5203435,3490.2074,8.1577164,1268.0987,-1212.7325,952.38064,-910.79897,1317.7662,-1260.2316,-55.008702,-40.985131,-56.978725,0.61337924,0.07887365,0.22063629,0.11787311,0.26907302,0.1843875,0.19755882,0.13504379,0.29230134,0.09147866,0.06250653,0.25356479,0.17325851,0.14491053,0.09901605,0.20482366,0.18401135,0.27508057,0.31058966,0.08127406,0.13976837,0.03372374,0.17900545,0.11121704,0.10463544,0.10576419,0.18512049,2008,2008,153,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,138954.1,212915.26,185224.07,20350.354,373007.13,54115.324,9,1
2009,AUS,RoW,71204.482,8915.8077,15196.148,15699669,6960764.1,13280965,953909.74,589667.97,944588.14,89070.879,5955.1116,11488.872,35941398,2488165.9,-0.11259057,-0.02410416,1.03E+10,-9.81E+09,1.0027271,1.0033881,6635211,4300209.7,1.0283373,0.97535981,RoWAUS,2,RestOfWorld,1.3948,australia,0.791304,673.74876,916.0086,684.92265,168.55432,166.31119,139.64111,2629589.3,337949.69,564735,151413.36,12357.316,29050.415,2809468.9,262824.97,248193.61,157015.91,14011.417,29669.157,21897899,9708873.8,18524290,754832.6,466606.62,747456.37,19088430,9446048.9,18276096,597816.68,452595.21,717787.22,418.92484,1.14E+08,24054432,951503.77,55504276,50131062,1968895.6,14093.552,9.5534726,1594.9798,7.3746163,2618.5544,7.8703777,1600.1978,-1531.3408,1091.3007,-1044.3417,1560.5548,-1493.4036,-68.501312,-46.357701,-66.588275,0.57974241,0.07826309,0.21251089,0.11119096,0.25288473,0.17272635,0.18237712,0.13018458,0.27276175,0.0918874,0.05955125,0.25999427,0.16849952,0.14972357,0.09703425,0.22032311,0.18016585,0.27083928,0.30209518,0.07013697,0.11102042,0.03184988,0.16791703,0.10139402,0.10296905,0.0996972,0.16443661,2009,2009,154,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,142879.68,202134.63,185425.38,19434.73,377801.79,48018.702,9,1
2010,AUS,RoW,92853.56,10409.658,16182.801,18652887,7581921.9,14894135,1034708.3,636123.58,999150.09,108483.08,6439.7631,12124.267,41128944,2669982,0.08764185,0.24691515,1.06E+10,-1.01E+10,1.0315243,1.0321846,6902739.7,4240559.9,1.0403195,0.98612861,RoWAUS,2,RestOfWorld,1.3257,australia,0.919499,749.6225,983.99498,711.7665,181.60625,170.53845,144.14885,3170391.3,360484.9,693297.21,187229.28,15853.001,37007.613,3458262.4,263499.91,285728.55,222616.35,16295.564,34821.363,24728132,10051354,19745155,951413.25,584914.99,918717.51,21269870,9787854,19459427,728796.9,568619.43,883896.15,441.05702,1.26E+08,25971804,1199482.2,60349019,54524641,2455045.8,18578.092,9.8297383,1973.4234,7.5875251,2985.3152,8.0014606,1515.4125,-1451.132,1112.8281,-1065.6244,1558.74,-1492.6217,-63.924411,-46.601244,-65.555638,0.56065539,0.06942381,0.1967856,0.1088005,0.23338143,0.16618699,0.17844048,0.11930553,0.25844514,0.09133075,0.05610722,0.26068758,0.16014819,0.15039174,0.09239015,0.23800112,0.18902589,0.27538944,0.3417543,0.08128554,0.12604359,0.03553995,0.19663517,0.11682013,0.11781805,0.11696544,0.19123227,2010,2010,155,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,173758.86,248325.61,234543.89,23871.432,465658.72,59444.904,9,1
2011,AUS,RoW,100321.62,12259.516,18460.416,20632492,7987276.3,15965203,1059802.8,665441.66,1030593.2,130551.26,8249.207,15606.22,44584971,2755837.6,0.13824279,0.15867622,1.09E+10,-1.04E+10,1.0295455,1.0301856,7163137.3,4168414.8,1.0377238,0.98298691,RoWAUS,2,RestOfWorld,1.392,australia,1.03221,825.49624,1051.9814,738.61035,194.65818,174.76571,148.6566,3602565.2,386260.87,760711.87,236782.28,20166.942,47383.747,4080369.5,289467.22,339104.41,266449.83,19352.91,41015.462,28720428,11118289,22223563,1093939,686875.54,1063788.6,24640059,10828821,21884459,827489.19,667522.63,1022773.1,469.18224,1.42E+08,29501185,1393680.3,67396394,62062280,2844603.1,20972.398,9.9509625,2496.8081,7.8227684,3669.3687,8.2077749,1526.7433,-1462.8911,1164.0593,-1115.3754,1614.1517,-1546.6438,-63.493195,-48.081924,-66.945549,0.59077973,0.07009264,0.20375653,0.11796531,0.24069447,0.17597612,0.19241256,0.12312113,0.26926818,0.09582402,0.05576247,0.26858895,0.15629886,0.15461155,0.08997246,0.2359773,0.18521347,0.27304287,0.37834777,0.09322723,0.14240967,0.03952831,0.22137917,0.13080691,0.1306686,0.1329127,0.21536624,2011,2011,156,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,198084.73,304242.78,274190.01,30403.25,535021.26,75210.077,9,1
1995,BRA,RoW,30113.569,1014.3642,3144.4185,8677268.7,3089888.1,6611236.3,509046.03,241713.97,404462.84,30308.708,1598.7843,6975.5884,18378393,1155222.8,0,0,7.77E+09,-7.38E+09,1,1,29058188,44487034,1,1,RoWBRA,2,RestOfWorld,1.2163271,brazil,1.09202,100,100,100,100,100,100,1183538,107657.47,281802.68,51757.526,2994.4209,8872.6269,1204261.6,95393.589,118927.58,48202.819,2175.056,5541.1991,10554397,3758314.6,8041425.9,555888.45,263956.48,441681.51,9350135.5,3662921,7922498.3,507685.63,261781.43,436140.31,100,55182309,11135823,672761.73,28492990,22354138,1261526.4,7039.6863,8.8593189,340.44544,5.8302549,1098.8607,7.0020292,401.47077,-381.3423,465.50582,-442.16683,380.97249,-361.87174,-19.757843,-22.702153,-18.500035,0.49874042,0.06413442,0.17751207,0.10162632,0.17146093,0.15297116,0.15513443,0.09656429,0.21192454,0.06171849,0.09448878,0.1493049,0.2285804,0.126528,0.19370979,0.21525794,0.26358218,0.35207698,0.43536592,0.05895937,0.1318712,0.0958049,0.12457092,0.13940923,0.09543513,0.08944924,0.13889885,1995,1995,140,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,163137.28,112927.24,167042.67,1430.7216,274306.43,13701.413,9,2
1996,BRA,RoW,30720.616,965.77526,3147.3504,9309454.3,3348973.5,7206496.5,589493.06,280568.21,502603.16,33114.969,1644.7558,6927.163,19864924,1372664.4,0.05847946,0.08301117,7.92E+09,-7.53E+09,1.018855,1.0195834,29461697,42523948,1.0138863,0.95587286,RoWBRA,2,RestOfWorld,1.1911143,brazil,0.995325,114.64718,118.18986,114.38839,110.55781,116.78932,109.86118,1187886.2,114269.59,302420.42,54040.543,3075.7272,8983.7042,1259737.7,103979.49,124775.76,47773.711,2041.0863,5347.3981,11088624,3989010.2,8583761.1,586737.18,279256.55,500253.49,9828886.6,3885030.7,8458985.4,538963.47,277215.47,494906.09,108.05823,56556389,11773802,739391.96,29146973,23661396,1366247.2,7468.8656,8.9184984,336.66677,5.8190936,1129.4123,7.0294527,447.12344,-425.00971,492.24696,-467.90152,406.93363,-386.8076,-21.741329,-23.713001,-19.529379,0.48476395,0.06221243,0.17508136,0.09810811,0.17401185,0.1489968,0.15259419,0.0947225,0.21029654,0.06582429,0.0950084,0.15854334,0.22883573,0.12640452,0.18244772,0.2034552,0.26354968,0.37854843,0.40100116,0.05391466,0.12282159,0.0828665,0.10910607,0.12916234,0.08157593,0.07463983,0.12698421,1996,1996,141,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,174483.21,117883.37,178971.52,1411.4478,317967.18,13458.641,9,2
1997,BRA,RoW,31838.875,1070.7412,3562.5259,9773027.4,3602330.8,7656197.7,651435.02,307464.76,571869.21,34033.631,1757.9607,7190.9366,21031556,1530769,-0.01078522,0.03979565,8.06E+09,-7.66E+09,1.0179104,1.0183784,30965221,42163015,1.0510332,0.99151224,RoWBRA,2,RestOfWorld,1.1129087,brazil,0.928042,205.5059,212.26924,185.45996,117.23056,124.94775,121.03652,1200419.1,122413.32,329961.35,60419.315,3266.008,9632.2857,1248393.4,112596.92,126122.1,51586.677,2130.19,5729.685,10876488,4009065.4,8520649.2,604559.06,285340.21,530718.64,9628094.1,3896468.5,8394527.1,552972.38,283210.02,524988.96,144.82972,56598550,11609643,770856.21,29078015,23406202,1420617.9,7888.8657,8.9732076,369.88401,5.9131895,1265.7523,7.1434219,487.93683,-464.01781,516.38191,-491.06849,427.59468,-406.63367,-23.547915,-24.688876,-20.366042,0.45069758,0.0592634,0.16491639,0.09282809,0.16668505,0.14248836,0.14036773,0.0902392,0.19859568,0.06640994,0.09042543,0.15864253,0.21601162,0.12612569,0.17173588,0.21141052,0.26784772,0.38969332,0.37154803,0.04916533,0.11597347,0.0796467,0.10115232,0.1265606,0.07538097,0.06818439,0.12128307,1997,1997,142,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,178542.77,125212.92,182904.81,1449.8766,336713.99,14087.094,9,2
1998,BRA,RoW,32737.571,1053.4653,3660.1798,9188896.1,3698937.5,7665787,660053.64,329265.73,611499.59,33663.736,1744.8083,7324.9645,20553621,1600819,-0.02952917,-0.02833452,8.12E+09,-7.73E+09,1.0079848,1.0083157,31833348,40911513,1.0280356,0.97031753,RoWBRA,2,RestOfWorld,1.1051599,brazil,0.862287,252.1967,270.75048,228.79455,120.46435,130.84942,127.77581,1166185.8,122949.33,320194.62,57841.175,3344.6139,9276.6704,1249572.3,117094.16,125225.4,50721.022,2102.3194,5717.5404,10155199,4087917.2,8471920.1,569155.68,283921.56,527288.15,8905627,3970823.1,8346694.7,518434.66,281819.24,521570.61,164.85696,56060688,11275173,746739.56,28868950,22715037,1380365.4,8009.7534,8.9884152,361.18444,5.8893888,1294.3546,7.1657675,604.98422,-575.51629,550.30723,-523.50254,519.16279,-493.87509,-29.100375,-26.1855,-24.696174,0.43914022,0.06273555,0.17156051,0.08870798,0.17321954,0.14269252,0.13326116,0.09529313,0.20110723,0.07020881,0.09023081,0.16525617,0.21238357,0.12935755,0.16624746,0.20855368,0.25579027,0.38121751,0.33937132,0.04703188,0.11045804,0.07380674,0.09720253,0.12249942,0.06991426,0.06579841,0.11960132,1998,1998,143,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,167132.66,118085.32,180408.83,1470.3013,330623.4,13844.642,9,2
1999,BRA,RoW,29527.215,974.2608,3515.2102,9648149.6,3929184.2,7914541.4,732549.35,352811.09,664350.09,30209.95,1526.0584,6542.9582,21491875,1749710.5,0.0170254,-0.29736282,8.43E+09,-8.03E+09,1.0377187,1.0386262,34623966,42017042,1.0876633,1.0270225,RoWBRA,2,RestOfWorld,1.0749071,brazil,0.554318,270.74187,315.02596,260.74414,136.33221,138.95918,138.62725,1184509.3,138400.4,327936.31,49313.82,2687.2143,8008.8546,1390870.6,129773.34,128578.94,48156.029,1976.1137,5426.8021,10370864,4223507.9,8507396.7,406065.29,195569.54,368261.21,8979993.8,4093734.6,8378817.8,357909.26,193593.43,362834.41,177.25682,58306396,11390214,514319.25,29949424,23101769,969896.04,5962.5865,8.6932596,265.16039,5.5803349,997.98861,6.9057419,651.49848,-620.30688,547.3644,-521.1584,606.80841,-577.75643,-30.825756,-25.590725,-28.464548,0.42925125,0.06336496,0.16404862,0.08624023,0.17497189,0.13566638,0.13046932,0.09724119,0.19429718,0.06782417,0.08230632,0.17326779,0.21026476,0.131385,0.15943896,0.20708237,0.25134697,0.37474819,0.22225153,0.02912136,0.07078847,0.04877038,0.06049918,0.07740834,0.04782293,0.04159267,0.07920225,1999,1999,144,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,117143.91,78291.066,124920.24,1050.6861,229446.83,9611.8483,9,2
2000,BRA,RoW,32137.038,1187.0467,3957.905,10948910,4271906.4,8660365.4,883561.36,371019.29,748986.64,36123.621,2078.5075,8187.2852,23881182,2003567.3,0.01425461,0.1305896,8.62E+09,-8.22E+09,1.0231613,1.0236361,36795868,42176479,1.0627283,1.0037946,RoWBRA,2,RestOfWorld,0.98115227,brazil,0.547301,294.56244,355.22989,303.27476,159.18602,142.15143,154.83404,1288655.4,155842.88,376405.07,57576.631,3638.6887,10216.716,1642264.3,144287.78,139823.7,55805.097,2173.8415,6433.3405,10742548,4191390.7,8497137.2,483574.01,203059.23,409921.14,9100283.5,4047102.9,8357313.5,427768.92,200885.39,403487.8,191.70362,60817362,11404136,559147.93,30886319,23431076,1096554.4,7387.1295,8.9074945,349.95463,5.8578035,1250.7903,7.1315309,661.75148,-630.3614,568.57765,-541.60725,624.67594,-595.04453,-31.026562,-26.359924,-29.050017,0.39745628,0.05602196,0.14859482,0.08068788,0.16015926,0.12625141,0.12372311,0.08787159,0.1799477,0.06890645,0.07898255,0.17370162,0.19910178,0.12961007,0.14856278,0.19822102,0.23180088,0.37806959,0.22798793,0.02647473,0.07265582,0.05460431,0.06014703,0.08465997,0.04950838,0.03901592,0.08308694,2000,2000,145,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,131221.65,95342.21,128513.12,1080.7962,245326.91,10540.233,9,2
2001,BRA,RoW,34623.489,1106.1816,4026.0378,10991053,4520765.9,9055854.2,974270.2,403891.37,834978.98,35341.486,2202.6799,7909.7369,24567673,2213140.5,0.00043778,-0.13536796,8.74E+09,-8.33E+09,1.013371,1.0137032,38189195,41355219,1.0378664,0.98052802,RoWBRA,2,RestOfWorld,0.95415359,brazil,0.428403,330.80894,413.49263,357.02311,177.04532,153.21425,171.54118,1251202.8,156049.11,345539.99,57096.265,3713.9807,10397.348,1588073.8,150889.91,137578.54,59306.571,2017.4311,6628.3853,10487153,4313505,8640675.8,417380.28,173028.27,357707.5,8899078.8,4162615.1,8503097.3,358073.71,171010.84,351079.11,213.56081,60202726,11393245,479213.82,30695233,23441333,948116.05,7016.839,8.8560681,316.38625,5.7569638,1146.6579,7.0446068,748.34956,-713.08534,612.4397,-583.57991,705.68646,-672.43263,-34.904015,-28.25144,-32.676145,0.38275629,0.05590351,0.15061649,0.07741003,0.15964056,0.12245876,0.11947973,0.08708646,0.17815711,0.069701,0.07547947,0.17867684,0.19348981,0.1360578,0.14733749,0.19805354,0.24289149,0.35828059,0.17894604,0.01920698,0.05786675,0.04006653,0.04554429,0.06524031,0.03870045,0.03155144,0.06874875,2001,2001,146,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,111440.88,80890.706,110378.57,893.7189,212141.94,9202.9021,9,2
2002,BRA,RoW,36159.433,1124.3776,3974.1495,11085663,4705632,9343427.8,1126258.7,474668.23,938038.7,31185.609,1678.1457,6575.3513,25134723,2538965.6,0.06333087,-0.05323706,8.89E+09,-8.48E+09,1.0174744,1.0181845,40840610,41788457,1.0694284,1.010476,RoWBRA,2,RestOfWorld,0.99169159,brazil,0.353546,356.03621,465.97438,406.11486,201.73554,173.85873,186.45398,1308828.8,170476.86,364670.08,49695.868,3710.9785,8891.9816,1623909.7,151843.1,140946.22,64480.947,2204.5461,6967.1028,10993559,4666535.7,9265798.7,398184.25,167817.05,331639.83,9369649.3,4514692.6,9124852.5,333703.3,165612.51,324672.73,234.20142,62263779,12164895,450114.74,31978701,24925893,897641.14,6337.3327,8.7542132,263.08942,5.572494,964.25425,6.871355,811.62751,-773.92117,657.64089,-627.08841,783.48083,-747.08212,-37.34595,-29.936119,-35.823837,0.39599848,0.05870157,0.15720036,0.07584639,0.16654496,0.1232088,0.12188389,0.09380384,0.18628045,0.06808443,0.06966456,0.17866095,0.18280739,0.13792226,0.14112322,0.20538298,0.25486183,0.35433526,0.14890894,0.01513095,0.04712588,0.03331007,0.03665933,0.05389522,0.03273262,0.02927422,0.05534165,2002,2002,147,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,99925.472,69248.023,106700.02,720.72891,195575.65,7418.1601,9,2
2003,BRA,RoW,41506.333,1569.0729,5180.3308,11247481,4893821.5,9705944.7,1401770.9,530462.65,1060533,32425.152,1785.6947,6624.8849,25847248,2992766.5,0.18161528,0.09018595,9.05E+09,-8.63E+09,1.0177808,1.0183037,43080003,40954978,1.0548325,0.9800548,RoWBRA,2,RestOfWorld,1.1394953,brazil,0.326987,381.55933,517.17052,449.21224,250.55752,192.40145,215.18803,1520376.3,193076.59,416917.5,50531.693,3888.568,9216.9486,1881642.5,176325.29,160375.9,73429.033,2294.6086,7583.6049,12816452,5576486.5,11059878,458360.86,173454.39,346780.5,10934809,5400161.2,10899502,384931.83,171159.78,339196.89,258.54699,70209292,14361605,480876.08,35758543,29452817,978595.75,6883.1066,8.8368254,298.00439,5.6971082,1033.4525,6.9406604,853.18155,-813.96273,718.64354,-685.60912,871.86847,-831.79065,-38.861311,-32.414811,-39.505988,0.45586729,0.06873051,0.18106815,0.08474397,0.19262473,0.13889319,0.13898597,0.10774072,0.21798627,0.0674723,0.06414407,0.18560482,0.17644941,0.14275257,0.13571095,0.20207746,0.25596105,0.35803831,0.14293,0.01403619,0.04266037,0.03247262,0.03263529,0.04917019,0.03317271,0.02389341,0.05067147,2003,2003,148,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,111449.45,71252.701,111945.95,775.3222,200233.65,8558.4061,9,2
2004,BRA,RoW,56659.431,1918.2062,6574.7827,12124077,5210861.7,10317131,1661184.4,569776.4,1201814.3,42385.693,2094.1502,6738.8804,27652070,3432775.2,0.17029541,0.20114679,9.29E+09,-8.87E+09,1.0260529,1.0268951,46864088,41388385,1.0878385,1.0105825,RoWBRA,2,RestOfWorld,1.2465069,brazil,0.342416,414.07669,562.96197,483.82606,276.68445,202.57934,232.20304,1854487.2,221904.09,492147.7,64962.339,4056.6998,10020.934,2273908.9,190855.31,193675.41,97363.762,2607.5755,9223.667,15112746,6495375,12860375,568816.13,195100.55,411520.46,12838837,6304519.7,12666700,471452.37,192492.98,402296.79,282.05166,79623724,16718857,570560.09,40119767,34468496,1175437.1,9390.7832,9.147484,350.21359,5.8585432,1186.2497,7.0785521,903.06638,-862.26164,757.19026,-722.97688,953.17047,-910.10179,-40.447712,-33.597695,-42.499176,0.5058271,0.07177896,0.19455033,0.09413482,0.21201528,0.15333068,0.15295927,0.11716464,0.24033597,0.07045646,0.06222417,0.19657669,0.17360824,0.14665362,0.12951829,0.19978605,0.23008567,0.36616443,0.15118427,0.01297541,0.04460418,0.03571612,0.03506332,0.05373457,0.03410801,0.02373714,0.05254997,2004,2004,149,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,131390.12,92537.941,125593.76,895.4933,233506.67,10943.278,9,2
2005,BRA,RoW,71954.214,2490.0028,7538.7634,13631769,5797411.3,11338278,1783667.4,642405.73,1360619.2,48195.856,2873.4806,11283.119,30767458,3786692.3,0.10973231,0.32919523,9.50E+09,-9.07E+09,1.022695,1.0232633,49943775,40961898,1.0657153,0.98969547,RoWBRA,2,RestOfWorld,1.2432227,brazil,0.412599,446.05464,604.43972,514.17879,293.6052,214.98585,253.65937,2119434.2,251043.79,548951.53,76267.951,5314.3767,15224.677,2602322,203434.68,220128.05,118880.72,3721.7885,11427.289,16947326,7207473.6,14096005,735939.37,265055.96,561390.12,14345004,7004038.9,13875877,617058.65,261334.17,549962.83,302.66475,87525634,18379198,760113.6,43347211,38250804,1562385.5,12213.661,9.4103103,516.68741,6.2474381,1836.1201,7.51541,936.75965,-894.92955,766.72869,-732.49116,1027.2235,-981.35387,-41.471629,-33.634382,-45.305185,0.50954992,0.06885973,0.18976763,0.09586374,0.22276398,0.15478078,0.15734066,0.11563657,0.24250193,0.0761603,0.06246365,0.19743446,0.16192789,0.1545583,0.12676257,0.18321656,0.26379006,0.35653903,0.18015108,0.0177672,0.0576907,0.04076049,0.03841133,0.06204058,0.04107963,0.03026324,0.06339203,2005,2005,150,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,174946.12,114972.38,167887.61,1217.7576,321651.86,14526.976,9,2
2006,BRA,RoW,85161.566,3479.6981,9654.9638,15147984,6352605,12383795,1895344.8,737042.62,1490019.5,59446.76,3746.1509,14513.673,33884384,4122406.9,0.11603472,0.21293665,9.71E+09,-9.28E+09,1.0226393,1.0230064,53020974,40225989,1.0616133,0.98203432,RoWBRA,2,RestOfWorld,1.2598495,brazil,0.459701,484.16303,656.38042,554.74008,306.52662,235.54831,268.52344,2459991.5,283636.84,614178.65,93626.549,6028.2597,18733.19,2916205.1,229212.65,245406.36,138284.58,4738.4686,13485.034,19084180,8003326.5,15601718,871291.91,338819.23,684963.43,16167975,7774113.9,15356312,733007.33,334080.76,671478.4,328.74921,95929115,20362677,935223.31,46869213,42689225,1895074.6,15149.987,9.6257549,748.45157,6.6180065,2475.3496,7.8141369,992.81123,-948.81868,805.2807,-769.59784,1104.263,-1055.3319,-43.634766,-35.083995,-48.370771,0.52101747,0.06791866,0.18987863,0.09800176,0.22947951,0.1574592,0.16309917,0.11580796,0.24873764,0.07978355,0.06053024,0.20581151,0.15614522,0.16663832,0.12642528,0.18685763,0.25942229,0.34876095,0.19621727,0.02120948,0.06501024,0.0433367,0.04490151,0.06959136,0.04479951,0.03413015,0.06956408,2006,2006,151,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,212215.83,143825.52,214163.08,1797.7689,391475.52,20575.588,9,2
2007,BRA,RoW,100306.65,4020.3405,11298.212,16171550,6869664.9,13151497,2110042.5,840942.07,1677800.5,76758.568,3631.5287,18753.643,36192712,4628785.1,0.16976915,0.25447351,9.99E+09,-9.55E+09,1.0284136,1.0286244,55674154,39039755,1.0500402,0.97051076,RoWBRA,2,RestOfWorld,1.3797401,brazil,0.513595,532.06724,743.81419,593.50467,322.43821,253.38507,285.87695,2986980.1,349981.38,691895.96,123365.07,6781.9912,23284.576,3272527.3,260713.46,291917.64,160893.42,5702.6499,16077.067,22312537,9478352.5,18145649,1083707.3,431903.64,861709.94,19040009,9217639,17853731,922813.87,426200.99,845632.87,363.66499,1.09E+08,23745532,1175043.8,52756189,49936538,2377320.9,19317.538,9.8687686,821.6248,6.7112838,3167.9193,8.0608303,1082.7878,-1035.0204,849.45993,-811.98586,1189.3906,-1136.9204,-47.411967,-36.877308,-51.910316,0.5741911,0.0761491,0.20626976,0.10751443,0.25615925,0.17076476,0.17843715,0.1281533,0.27264299,0.0829893,0.05819364,0.21812204,0.15295124,0.17165292,0.12036623,0.1819208,0.26185227,0.34802351,0.21883723,0.02553404,0.07318828,0.04771732,0.04952841,0.0743902,0.04965562,0.03913793,0.07846819,2007,2007,152,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,265811.48,195171.86,269253.07,2535.8177,489763.64,30511.603,9,2
